partner,warehouse,name_nom,price_deal,product_price,,2020-01,2020-02,2020-03,2021-01,2021-02,2021-03,All
Bristlenose pleco,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),300.5944531586667,228.60458085714288,29,6,0,0,0,0,0,6
Bristlenose pleco,Изумрудный Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),75.80976347866667,21.58250657142857,17,0,0,0,0,0,12,12
Broccio,Синий Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.194697065333333,134.92861000000002,12,0,60,0,0,0,0,60
Broccio Demi-Affine,Ораньжевый склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),284.830683448,228.60458085714288,27,0,0,0,6,0,0,6
Brown Bear,Большой Склад,Амортизатор кабины VOLVO (M6000519),128.19124556933335,14.403515285714287,31,6,0,0,0,0,0,6
Brussels sprouts,Белый cклад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.6627088,34.741461,29,0,0,0,0,0,6,6
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8887133967567569,42.75521871428572,04,0,0,0,0,0,36,36
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8887133967567569,42.75521871428572,08,0,0,0,60,0,0,60
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8887133967567569,42.75521871428572,09,42,0,0,0,0,0,42
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8887133967567569,42.75521871428572,11,0,0,0,0,60,0,60
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8887133967567569,42.75521871428572,14,0,0,0,12,0,0,12
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8887133967567569,42.75521871428572,17,0,0,0,0,6,0,6
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.009798831,134.92861000000002,04,0,0,0,0,0,60,60
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.009798831,134.92861000000002,10,0,0,42,0,0,0,42
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.009798831,134.92861000000002,22,0,0,0,0,60,0,60
Butter fish,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.009798831,134.92861000000002,24,0,0,0,0,60,0,60
Butter fish,Белый cклад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.45510765866669,21.58250657142857,08,0,0,6,0,0,0,6
Butter fish,Белый cклад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.45510765866669,21.58250657142857,18,0,0,0,0,6,0,6
Butter fish,Белый cклад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.45510765866669,21.58250657142857,20,0,0,6,0,0,0,6
Butter fish,Зеленый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.150075005333333,42.75521871428572,03,0,0,6,0,0,0,6
Butter fish,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9364557466666668,134.92861000000002,29,0,0,0,0,0,60,60
Butter fish,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),89.09870874733333,21.58250657142857,18,0,0,6,0,0,0,6
Butter fish,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),89.09870874733333,21.58250657142857,19,0,0,0,0,6,0,6
Buzzy Lizzy,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.33491373066666,34.741461,08,0,0,0,0,0,24,24
California Mantis,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.8520695173333,34.741461,18,0,0,0,6,0,0,6
California king snake,Большой Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.98837900933334,34.741461,30,0,0,0,0,0,24,24
Camel,Розовый Склад,Амортизатор кабины VOLVO (M6000519),136.48372420533337,14.403515285714287,13,0,0,6,0,0,0,6
Camelops,Малый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),290.2997189446667,228.60458085714288,01,0,0,0,0,0,18,18
Camelops,Малый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),290.2997189446667,228.60458085714288,03,0,0,0,0,0,18,18
Campbell Island cattle,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0681970666666665,134.92861000000002,23,0,0,0,0,150,0,150
Campbell Island cattle,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0681970666666665,134.92861000000002,24,0,0,0,0,60,0,60
Campolaemus perexilis,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.2369109506666667,42.75521871428572,18,0,0,120,0,0,0,120
Campolaemus perexilis,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2275615666666666,134.92861000000002,27,0,18,0,0,0,0,18
Cape Verde giant skink,Большой Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),33.24697613333334,79.33316585714287,11,0,0,12,0,0,0,12
Caravane,Зеленый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.287340961333333,42.75521871428572,24,7,0,0,0,0,0,7
Cashel Blue,Малый Склад,Амортизатор кабины VOLVO (M6000518),8.999065414666667,19.58665592857143,03,0,0,0,0,6,0,6
Cashel Blue,Малый Склад,Амортизатор кабины VOLVO (M6000518),8.999065414666667,19.58665592857143,24,0,0,0,0,0,6,6
Cattle,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.1990884426666666,134.92861000000002,25,0,0,0,0,0,60,60
Cave tetra,Ораньжевый склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0601225986666667,134.92861000000002,01,0,0,0,0,60,0,60
Cave tetra,Ораньжевый склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0601225986666667,134.92861000000002,26,0,0,0,60,0,0,60
Cebu hanging parrot,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.030799530666666,134.92861000000002,04,0,0,0,60,0,0,60
Cebu warty pig,Розовый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),100.5112609786667,34.741461,27,0,0,12,0,0,0,12
Centipede,Средний Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.2098544,42.75521871428572,27,0,0,36,0,0,0,36
Centipede,Средний Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),89.84984675733334,21.58250657142857,09,0,6,0,0,0,0,6
Charolais,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.6003737233333333,42.75521871428572,11,0,0,0,0,0,60,60
Charolais,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.6003737233333333,42.75521871428572,17,0,0,0,0,0,60,60
Charolais,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.6003737233333333,42.75521871428572,24,0,0,0,0,120,120,240
Cheetah,Белый cклад,Амортизатор кабины VOLVO (M6000518),9.759340322666668,19.58665592857143,04,0,0,0,0,0,6,6
Chevrotin des Aravis,Матовый Склад,Амортизатор кабины VOLVO (M6000518),9.743899673333337,19.58665592857143,12,0,0,0,0,0,6,6
Chilonopsis helena,Малый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),275.392055328,228.60458085714288,19,0,0,0,0,0,6,6
Chilonopsis helena,Малый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),275.392055328,228.60458085714288,24,0,0,0,0,0,6,6
Chipmunk,Зеленый Склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),341.99480042666664,32.03985328571429,12,7,0,0,0,0,0,7
Chrysanthemum,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),89.51326893333334,21.58250657142857,13,0,6,0,0,0,0,6
Chrysanthemum,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),89.51326893333334,21.58250657142857,31,6,0,0,0,0,0,6
Colobus monkey,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),276.940653296,228.60458085714288,09,0,0,0,0,0,6,6
Colobus monkey,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9588376053333334,134.92861000000002,21,0,0,0,0,120,0,120
Colobus monkey,Средний Склад,Держатель номерного знака серый пластик MERCEDES о.н.9738800025 (M3100133),251.63782041600004,13.99372085714286,14,0,6,0,0,0,0,6
Colobus monkey,Средний Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),99.62710673266666,21.58250657142857,05,0,0,6,0,0,0,6
Colobus monkey,Средний Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),99.62710673266666,21.58250657142857,24,0,6,0,0,0,0,6
Colombian shark catfish,Розовый Склад,Амортизатор кабины VOLVO (M6000518),10.637615789333331,19.58665592857143,21,0,0,6,0,0,0,6
Colombian shark catfish,Розовый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),101.326923904,34.741461,12,0,0,0,36,0,0,36
Colombian shark catfish,Розовый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),101.326923904,34.741461,27,0,0,0,0,60,0,60
Common Raven,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),280.231636464,228.60458085714288,05,0,0,0,0,0,6,6
Common Raven,Малый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),298.282747136,228.60458085714288,10,0,0,12,0,0,0,12
Common seal,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.125075947777779,19.58665592857143,09,0,12,0,0,0,0,12
Common seal,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.125075947777779,19.58665592857143,10,0,0,12,0,0,0,12
Common seal,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.125075947777779,19.58665592857143,14,0,18,0,0,0,0,18
Common seal,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.125075947777779,19.58665592857143,22,0,0,0,0,18,0,18
Common seal,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.125075947777779,19.58665592857143,24,0,0,6,0,0,0,6
Common seal,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.125075947777779,19.58665592857143,30,0,0,0,0,0,60,60
Common seal,Синий Склад,Амортизатор кабины VOLVO (M6000518),10.13133248,19.586655928571435,10,28,0,0,0,0,0,28
Cornbread,Ораньжевый склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),304.6015141466667,228.60458085714288,03,0,6,0,0,0,0,6
Cornbread,Ораньжевый склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0859042333333337,134.92861000000002,17,0,0,0,0,0,30,30
Costeño con Cuernos,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2410190133333336,134.92861000000002,18,105,0,0,0,0,0,105
Cottage Cheese,Синий Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),314.437207772,228.60458085714285,10,7,0,0,0,0,0,7
Coulommiers,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),9.755869718000001,19.58665592857143,18,0,0,0,0,0,30,30
Coulommiers,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),9.755869718000001,19.58665592857143,21,0,18,0,0,0,0,18
Coulommiers,Синий Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.194697065333333,134.92861000000002,24,66,0,0,0,0,0,66
Crane,Розовый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),289.54900590666665,228.60458085714288,25,6,0,0,0,0,0,6
Crape Myrtle,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.184781052,134.92861000000002,28,0,120,0,0,0,0,120
Crema Mexicana,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3311130773333333,134.92861000000002,05,0,60,0,0,0,0,60
Crumpet,Изумрудный Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.35382266533334,21.58250657142857,09,0,12,0,0,0,0,12
Crumpet,Изумрудный Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.35382266533334,21.58250657142857,26,6,0,0,0,0,0,6
Cuttle fish,Изумрудный Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.093455658871795,42.755218714285725,01,0,0,0,0,0,120,120
Cuttle fish,Изумрудный Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.093455658871795,42.755218714285725,24,210,0,0,0,0,0,210
Cárdena Andaluza,Большой Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.66256714266666,34.741461,24,0,0,0,0,0,24,24
Dahlia,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),98.747343864,34.741461,14,0,0,0,0,6,0,6
Dalmation,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.209712742666667,42.75521871428572,17,0,0,60,0,0,0,60
